"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"nms10_c",110,781,0.45966709346991,0.498689967718373,0,0.4496,0,0,1,1,0.161548322571561,-1.97642786069192,0.0178445300334992
"nms11_c",111,781,0.312419974391805,0.463777032868055,0,0.2656,0,0,1,1,0.807887553894208,-1.34904010809683,0.0165952470023115
"nms12_c",112,781,0.321382842509603,0.467306667181651,0,0.2768,0,0,1,1,0.763474895060546,-1.41891796473391,0.0167215472481424
"nms13_c",113,781,0.161331626120359,0.368072273959179,0,0.0768,0,0,1,1,1.83787132869246,1.37954231648437,0.0131706614777383
"nms14_c",114,781,0.0909090909090909,0.287664010176078,0,0,0,0,1,1,2.84058547928826,6.07671146188035,0.0102934275831327
"nms15_c",115,781,0.145966709346991,0.353299094496947,0,0.0576,0,0,1,1,2.00159008890737,2.00894006667087,0.0126420355544814
"nms16_c",116,781,0.469910371318822,0.499413622476775,0,0.4624,0,0,1,1,0.120345542353349,-1.98805756243656,0.0178704244366477
"nms17_c",117,781,0.46606914212548,0.499167039852168,0,0.4576,0,0,1,1,0.135775841625875,-1.98410046612705,0.0178616010166164
"nms18_c",118,781,0.409731113956466,0.492099171178199,0,0.3872,0,0,1,1,0.36640299420777,-1.86813590898442,0.017608692791086
"nms19_c",119,781,0.419974391805378,0.493870635360703,0,0.4,0,0,1,1,0.323660233691679,-1.89766893064381,0.0176720807632817
"nms20_c",120,781,0.304737516005122,0.460591135210324,0,0.256,0,0,1,1,0.84679210302734,-1.28458301058965,0.0164812466210784
"nms21_c",121,781,0.473751600512164,0.499630514519582,0,0.4672,0,0,1,1,0.104936708306987,-1.99153334968239,0.0178781854441321
"nms22_c",122,781,0.487836107554417,0.500172333149705,0,0.4848,0,0,1,1,0.0485765280251555,-2.00019647570859,0.0178975732390424
"nms23_c",123,781,0.437900128040973,0.49644654760426,0,0.4224,0,0,1,1,0.249857145660358,-1.94005055011761,0.0177642541502943
"nms24_c",124,781,0.636363636363636,0.481353956773632,1,0.6704,0,0,1,1,-0.56585817201753,-1.68195320216023,0.0172241987896608
"nms25_c",125,781,0.336747759282971,0.47290067709363,0,0.296,0,0,1,1,0.689545263337012,-1.52647692947624,0.0169217166606909
"nms26_c",126,781,0.291933418693982,0.454943192477653,0,0.24,0,0,1,1,0.91352139900764,-1.16696793440616,0.0162791473404738
"nms27_c",127,781,0.335467349551857,0.472456149664346,0,0.2944,0,0,1,1,0.695607333540544,-1.51806927194485,0.0169058102186606
"nms28_c",128,781,0.409731113956466,0.492099171178199,0,0.3872,0,0,1,1,0.36640299420777,-1.86813590898442,0.017608692791086
"nms29_c",129,781,0.476312419974392,0.499758633754549,0,0.4704,0,0,1,1,0.0946747034259578,-1.99358438913478,0.0178827699108033
"nms30_c",130,781,0.286811779769526,0.452562733052821,0,0.2336,0,0,1,1,0.940931439592846,-1.11607213936553,0.016193967805192
"num_nms",131,781,11.314980793854,6.07733438579861,11,10.8864,5.9304,0,30,30,0.611346866454449,0.0752943772014509,0.217464121981785
"dom1_n",132,781,1.24199743918054,0.65756201227978,1,1.3024,0,0,2,2,-0.301358842893613,-0.763303119331893,0.023529418750291
"dom2_n",133,781,1.82330345710627,1.2411821686378,2,1.7792,1.4826,0,4,4,0.128084147263326,-0.963137816466956,0.0444129898715125
"dom3_n",134,781,2.34058898847631,2.11932600832692,2,2.176,2.9652,0,6,6,0.437088918572993,-1.19228189797369,0.0758354469800022
"dom4_n",135,781,0.39820742637644,0.752054869108569,0,0.2096,0,0,3,3,1.92856244457971,2.97665297762655,0.0269106390089362
"dom5_n",136,781,1.34571062740077,1.19220660025627,1,1.3072,1.4826,0,3,3,0.199408521876891,-1.48975656283645,0.0426605062494927
"dom6_n",137,781,1.19846350832266,1.01162357206189,1,1.1232,1.4826,0,3,3,0.37552505228573,-0.972853775486796,0.0361987374577561
"dom7_n",138,781,1.56209987195903,1.12559850530329,2,1.5776,1.4826,0,3,3,-0.0737758073751075,-1.3756992072969,0.0402770812203095
"dom8_n",139,781,0.628681177976953,0.794466069383512,0,0.536,0,0,2,2,0.761954005964689,-1.00381303847351,0.0284282310722487
"dom9_n",140,781,1.50832266325224,1.12728167633748,1,1.4416,1.4826,0,4,4,0.408366708518684,-0.577534956786637,0.0403373098152589
"domns",141,781,5.55185659411012,2.0659479130434,6,5.6304,2.9652,0,9,9,-0.294176960845115,-0.581070168563783,0.0739254285595884
"tremor",142,781,2.59154929577465,2.62842065900948,2,2.2224,2.9652,0,12,12,1.07046562657186,0.866778250761899,0.0940522858419566
"bradykin",143,781,2.49423815620999,1.39377005410567,2,2.424,1.4826,0,6,6,0.369371724275403,-0.253528278236968,0.0498730136964096
"rigidity",144,781,2.33674775928297,1.355158870102,2,2.3104,1.4826,0,6,6,0.320048727547473,-0.162307118493647,0.0484913969060522
"axial",145,781,3.28040973111396,2.74879700234672,3,2.9392,2.9652,0,12,12,1.0014097153943,0.532532216240734,0.0983596900671349
"pigd",146,781,3.35723431498079,2.77057145501317,3,3.0416,2.9652,0,12,12,0.932036697118288,0.518199375491085,0.0991388412426582
